run_tag,scalar,lookback,delta_min,delta_max,model,split,n,task,rmse,corr,actual_std,pred_std,precision,recall,f1,positive_rate,average_precision,roc_auc
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,test,1161,q90_warning,,,,,0.4434782608695652,0.3953488372093023,0.4180327868852459,0.099052540913006,0.4473111407490008,0.7977735712998018
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,raw_plus_rydberg_temporal,test,1161,q95_crisis,,,,,0.390625,0.4901960784313725,0.4347826086956521,0.0551248923341946,0.5343881051533743,0.8188482600247305
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,train,5415,regression,0.0607443483737426,0.7919806483841093,0.0992926147333993,0.0747958597297617,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,train,5415,q90_warning,,,,,0.5959409594095941,0.5959409594095941,0.5959409594095941,0.1000923361034164,0.6658935124453147,0.9137498362465668
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,train,5415,q95_crisis,,,,,0.5830258302583026,0.5830258302583026,0.5830258302583026,0.0500461680517082,0.6138145227517444,0.9176355643805272
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,val,1160,regression,0.053271557555027,0.5338278237660281,0.0615929410808625,0.0426419097281534,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,val,1160,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163793103448275,0.0787823526373022,0.7379488031914894
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0086206896551724,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,test,1161,regression,0.0975784682510448,0.606232921773272,0.1217158402277649,0.0860405325049767,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,test,1161,q90_warning,,,,,0.4491017964071856,0.5813953488372093,0.5067567567567568,0.1438415159345392,0.5276358945367126,0.83331079862989
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_last_baseline,test,1161,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0585701981050818,0.5687757512830329,0.7575693340399224
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,train,5415,regression,0.0842164085013823,0.5341019355557474,0.0992926147333993,0.0462638323447529,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,train,5415,q90_warning,,,,,0.551660516605166,0.551660516605166,0.551660516605166,0.1000923361034164,0.599744040442078,0.9315037373644824
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,train,5415,q95_crisis,,,,,0.6346863468634686,0.6346863468634686,0.6346863468634686,0.0500461680517082,0.6711847823208961,0.9693993790637752
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,val,1160,regression,0.078387422703234,0.1875019812086781,0.0615929410808625,0.0458580527723101,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,val,1160,q90_warning,,,,,0.0,0.0,0.0,0.0836206896551724,0.0332597949435405,0.6147218528368794
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0387931034482758,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,test,1161,regression,0.1257874802783879,0.1449458934171807,0.1217158402277649,0.0504953317795283,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,test,1161,q90_warning,,,,,0.2340425531914893,0.2558139534883721,0.2444444444444444,0.1214470284237726,0.1858065288944598,0.610051980049276
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,rydberg_temporal_features,test,1161,q95_crisis,,,,,0.0,0.0,0.0,0.0292850990525409,0.0492905883467953,0.573679561914856
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,regression,0.0583414490671232,0.8104199566707154,0.0992926147333993,0.0760060179477056,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,q90_warning,,,,,0.7047970479704797,0.7047970479704797,0.7047970479704797,0.1000923361034164,0.7899339505542587,0.9696679421134454
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,q95_crisis,,,,,0.7343173431734318,0.7343173431734318,0.7343173431734318,0.0500461680517082,0.8256133822250222,0.9874191549069457
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,regression,0.0553641580477053,0.5099232557786866,0.0615929410808625,0.0465001233984951,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,q90_warning,,,,,0.1470588235294117,0.15625,0.1515151515151515,0.0293103448275862,0.0827629258639048,0.777094414893617
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0077586206896551,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,regression,0.0986610082718641,0.5945373755277266,0.1217158402277649,0.0835223660370514,,,,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,q90_warning,,,,,0.5213675213675214,0.4728682170542636,0.4959349593495935,0.1007751937984496,0.4835137578874174,0.8091836428099273
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,q95_crisis,,,,,0.4363636363636363,0.4705882352941176,0.4528301886792453,0.0473729543496985,0.5057840680556083,0.806924571630454
